"divipola","municipio","departamento","area_elipsoide_km2","area_3116_km2","area_9377_km2","area_3857_km2","lon_centroide","lat_centroide"
"15226","Cu<U+00ED>tiva","Boyac<U+00E1>",44.1158395401,44.1331979804,44.0453386415,44.8326372804,-72.9395373793,5.5877546549
"15232","Ch<U+00ED>quiza","Boyac<U+00E1>",116.4976311481,116.5117972503,116.3183634876,118.4125540617,-73.4456264551,5.6430747563
"15236","Chivor","Boyac<U+00E1>",108.6626418921,108.6796407748,108.4931993274,110.1789105498,-73.3614231654,4.8711808997
"15238","Duitama","Boyac<U+00E1>",233.9536107106,234.0261819834,233.5798371034,238.0042276415,-73.0670919081,5.8905964687
"15244","El Cocuy","Boyac<U+00E1>",238.1459779289,238.3446006527,237.7895479057,242.6835628599,-72.4192385147,6.353362833
"15248","El Espino","Boyac<U+00E1>",69.3470830453,69.4006622936,69.2418422911,70.7108939386,-72.4804967971,6.5082404676
"15272","Firavitoba","Boyac<U+00E1>",109.3033928853,109.3405712175,109.1286312101,111.1116461269,-73.0198346873,5.6736766721
"15276","Floresta","Boyac<U+00E1>",88.0929283474,88.1284568205,87.9521973692,89.6080375972,-72.9249982843,5.8589908547
"15293","Gachantiv<U+00E1>","Boyac<U+00E1>",88.1587737737,88.1664415657,88.0256563624,89.638970174,-73.542655332,5.7441046083
"15296","Gameza","Boyac<U+00E1>",123.6139116442,123.6816178965,123.4189401348,125.7153059817,-72.7355018876,5.8033334064
"15299","Garagoa","Boyac<U+00E1>",193.478101881,193.5124896387,193.1745631275,196.3064689034,-73.3143044144,5.089465917
"15317","Guacamayas","Boyac<U+00E1>",57.6097890941,57.6523294132,57.5217311547,58.7283456777,-72.5163528543,6.4454381141
"15322","Guateque","Boyac<U+00E1>",36.1354623341,36.1392854483,36.0802876689,36.6553319287,-73.4881232637,5.0145080399
"15325","Guayat<U+00E1>","Boyac<U+00E1>",99.9565513266,99.9668372397,99.8041966051,101.369365414,-73.4966335039,4.9314236322
"15332","G<U+00FC>ic<U+00E1>n","Boyac<U+00E1>",951.2600928533,952.2179028016,949.8998154363,970.1953694988,-72.2560105347,6.5669817764
"15362","Iza","Boyac<U+00E1>",34.2350086815,34.2477721845,34.1802677946,34.7946974611,-72.9698652373,5.6173660298
"15367","Jenesano","Boyac<U+00E1>",59.0067713823,59.0155846996,58.9149525602,59.9237155237,-73.376946494,5.3771521401
"15368","Jeric<U+00F3>","Boyac<U+00E1>",131.6480019233,131.7368910339,131.4443345082,134.051212287,-72.5858075294,6.145459139
"15377","Labranzagrande","Boyac<U+00E1>",580.885623683,581.2767731897,579.9868451525,590.2320752101,-72.5903809329,5.5413735216
"15380","La Capilla","Boyac<U+00E1>",56.924543907,56.9311693364,56.8371527329,57.7608921825,-73.4592372282,5.1131665715
"15401","La Victoria","Boyac<U+00E1>",28.0050214985,28.0052176813,27.9730622286,28.4532461088,-74.2287323569,5.5167237427
"15403","La Uvita","Boyac<U+00E1>",161.4497725616,161.563187376,161.2012500675,164.4707517853,-72.5555129479,6.2651236083
"15407","Villa de Leyva","Boyac<U+00E1>",126.5761943439,126.588411843,126.3839828885,128.6667348031,-73.5149503489,5.665761881
"15425","Macanal","Boyac<U+00E1>",199.9285621604,199.9660022873,199.6141559539,202.7839754307,-73.2941387341,4.9801754091
"15442","Marip<U+00ED>","Boyac<U+00E1>",160.6845434422,160.6847886226,160.4783491209,163.2853243338,-74.0200302271,5.5698105097
"15455","Miraflores","Boyac<U+00E1>",258.6505081728,258.714174038,258.2394824349,262.4814496022,-73.1789676207,5.1509516911
"15464","Mongua","Boyac<U+00E1>",360.1665627019,360.3771490377,359.6013728262,366.1703632703,-72.6915814887,5.7097133498
"15466","Mongu<U+00ED>","Boyac<U+00E1>",68.822375399,68.8547604206,68.7128953671,69.9666151066,-72.8329856529,5.6973515549
"15469","Moniquir<U+00E1>","Boyac<U+00E1>",218.2611214706,218.2790568273,217.9327675678,222.0185051941,-73.5585242395,5.8633681098
"15476","Motavita","Boyac<U+00E1>",60.0344894909,60.0434335254,59.9410692445,61.0136636888,-73.3773427895,5.6061918033
"15480","Muzo","Boyac<U+00E1>",137.874035806,137.874128474,137.7057067025,140.084817607,-74.1165770396,5.525343542
"15494","Nuevo Col<U+00F3>n","Boyac<U+00E1>",51.3906167947,51.3967975114,51.3115695127,52.1854186653,-73.4487350989,5.3547003675
"15500","Oicat<U+00E1>","Boyac<U+00E1>",60.2905313557,60.3021897364,60.1955457339,61.274827141,-73.2799195603,5.6107874611
"15507","Otanche","Boyac<U+00E1>",475.0376057976,475.0400663525,474.4846630788,483.0304572157,-74.1972005319,5.7537801077
"15511","Pachavita","Boyac<U+00E1>",66.6808390244,66.6901694145,66.5774303877,67.667893435,-73.3995118295,5.1483227526
"15514","P<U+00E1>ez","Boyac<U+00E1>",338.9500910592,339.0690834964,338.4081950422,343.9112877215,-73.004357782,5.0952078885
"15516","Paipa","Boyac<U+00E1>",305.0257330563,305.1076209894,304.5397971126,310.2372893535,-73.137943093,5.8267591234
"15518","Pajarito","Boyac<U+00E1>",313.5005597567,313.6825721706,313.0081755387,318.3776952469,-72.6967254297,5.3823282001
"15522","Panqueba","Boyac<U+00E1>",39.6838672439,39.7152519638,39.6238755538,40.4540385132,-72.4618250859,6.4432987157
"15531","Pauna","Boyac<U+00E1>",252.6281493532,252.6287087597,252.3016350065,256.8210764701,-74.0050334865,5.6887960822
"15533","Paya","Boyac<U+00E1>",443.4166430754,443.8104499223,442.7615592341,450.6720870942,-72.3692926527,5.6212419081
"15537","Paz de R<U+00ED>o","Boyac<U+00E1>",122.635636645,122.6995083339,122.4415324793,124.820794848,-72.7675261693,6.0286979801
"15542","Pesca","Boyac<U+00E1>",263.0127145575,263.0925825225,262.5926319075,267.2065709656,-73.0783849778,5.4984734338
"15550","Pisba","Boyac<U+00E1>",464.5742859399,464.9507426829,463.8752638858,472.3737386562,-72.4457936468,5.7434942747
"15572","Puerto Boyac<U+00E1>","Boyac<U+00E1>",1513.5312513078,1513.6010392159,1512.0836525185,1540.0867763634,-74.4528549849,5.9534516836
"15580","Qu<U+00ED>pama","Boyac<U+00E1>",167.3257477044,167.3268594658,167.1335415981,170.0293461444,-74.2179291369,5.5615399801
"15599","Ramiriqu<U+00ED>","Boyac<U+00E1>",125.6540263398,125.676507827,125.4567643984,127.5832225922,-73.3107727176,5.3199243165
"15600","R<U+00E1>quira","Boyac<U+00E1>",220.6527653371,220.6663642597,220.3264506223,224.1691969846,-73.6289459785,5.4962672601
"15621","Rond<U+00F3>n","Boyac<U+00E1>",206.3146505561,206.3634288316,205.9871950815,209.5226992601,-73.1965137849,5.379945487
"15632","Saboy<U+00E1>","Boyac<U+00E1>",248.643570965,248.651963949,248.2882720428,252.7797949248,-73.7479949308,5.6999262105
"15638","S<U+00E1>chica","Boyac<U+00E1>",63.9217220036,63.9272758064,63.8252147439,64.957126244,-73.5431013854,5.5734642604
"15646","Samac<U+00E1>","Boyac<U+00E1>",167.5704011148,167.5862454604,167.3162892314,170.2263880724,-73.5211778592,5.4705393211
"15660","San Eduardo","Boyac<U+00E1>",109.4343870039,109.4696084146,109.2594601575,111.0843066275,-73.0491410493,5.234613325
"15664","San Jos<U+00E9> de Pare","Boyac<U+00E1>",74.3971095922,74.4035499545,74.2848001042,75.7132362192,-73.5438658424,5.9941538369
"15667","San Luis de Gaceno","Boyac<U+00E1>",469.7151007025,469.8454999351,468.9663264016,476.1926173598,-73.1237861672,4.8152634127
"15673","San Mateo","Boyac<U+00E1>",123.7930224831,123.8794704478,123.602328583,126.1777537422,-72.5596257319,6.4068873686
"15676","San Miguel de Sema","Boyac<U+00E1>",93.9949649573,93.9980973927,93.8605687116,95.5043420875,-73.7471583969,5.5323260864
"15681","San Pablo de Borbur","Boyac<U+00E1>",195.9042125746,195.9043570591,195.6646838726,199.1477032731,-74.114038036,5.6773432715
"15686","Santana","Boyac<U+00E1>",67.9566943979,67.9638215205,67.852949929,69.1748484157,-73.489748268,6.0576143086
"15690","Santa Mar<U+00ED>a","Boyac<U+00E1>",309.5955652242,309.6596738247,309.1066068844,313.8717800535,-73.2537748188,4.8229972563
"15693","Santa Rosa de Viterbo","Boyac<U+00E1>",116.6641121299,116.7058760872,116.4775492684,118.6849690571,-72.9917251364,5.892946034
"15696","Santa Sof<U+00ED>a","Boyac<U+00E1>",77.5575033773,77.5627986613,77.4420364852,78.8562880811,-73.6036629996,5.7316014846
"15720","Sativanorte","Boyac<U+00E1>",161.2212950464,161.3101712209,160.9671346104,164.1562362085,-72.7303238934,6.1321195102
"15723","Sativasur","Boyac<U+00E1>",54.8537938368,54.8846828018,54.7674253776,55.8397366709,-72.715380418,6.0706625076
"15740","Siachoque","Boyac<U+00E1>",119.1960882541,119.2229659403,119.0071957445,121.0966148977,-73.2168177007,5.4987478739
"15753","Soat<U+00E1>","Boyac<U+00E1>",123.0242427545,123.0954240258,122.8309514486,125.3537873549,-72.6960406357,6.3230870442
"15755","Socot<U+00E1>","Boyac<U+00E1>",603.1638051684,603.5863887076,602.2351624988,613.7045864011,-72.5591241973,5.9349093996
"15757","Socha","Boyac<U+00E1>",150.0634922518,150.1521502422,149.8280963739,152.6997416626,-72.6823983476,5.9604955139
"15759","Sogamoso","Boyac<U+00E1>",208.2160426118,208.3059137739,207.8839738433,211.6565918345,-72.8862998465,5.667954411
"15761","Somondoco","Boyac<U+00E1>",58.7875129473,58.7950514669,58.6967832606,59.6254638994,-73.4287886546,4.9709735606
"15762","Sora","Boyac<U+00E1>",47.8391797989,47.8450269321,47.765533646,48.6152355481,-73.4437192361,5.5805732957
"15763","Sotaquir<U+00E1>","Boyac<U+00E1>",285.2346530124,285.2937950451,284.7842714559,290.0653455444,-73.2530113525,5.7852755777
"15764","Sorac<U+00E1>","Boyac<U+00E1>",55.7480107906,55.7577624511,55.6605758665,56.636162895,-73.3190003329,5.4948898613
"15774","Susac<U+00F3>n","Boyac<U+00E1>",182.6003615992,182.7031292451,182.3128949957,185.9820867035,-72.7157581562,6.2152004344
"15776","Sutamarch<U+00E1>n","Boyac<U+00E1>",103.4989041149,103.5053329918,103.3456906302,105.1990655764,-73.6259869964,5.6400297647
"15778","Sutatenza","Boyac<U+00E1>",41.121816392,41.1270137989,41.0584030505,41.714980057,-73.4335106323,5.026857343
"15790","Tasco","Boyac<U+00E1>",209.5816438056,209.6979669909,209.251372836,213.2038691534,-72.7262653618,5.8822938896
"15798","Tenza","Boyac<U+00E1>",45.8581281666,45.8640795237,45.7873049378,46.5259207303,-73.4247974402,5.0714130383
"15804","Tiban<U+00E1>","Boyac<U+00E1>",121.8152744723,121.8326561684,121.6262065573,123.6779655006,-73.3932519597,5.3011162318
"15808","Tinjac<U+00E1>","Boyac<U+00E1>",79.747490156,79.7514068839,79.6310171787,81.0403580671,-73.6761462406,5.5775660511
"15810","Tipacoque","Boyac<U+00E1>",71.9060240792,71.9476884478,71.7930569504,73.295021558,-72.6946360711,6.4203526426
"15814","Toca","Boyac<U+00E1>",168.2088366109,168.2518639499,167.9412009727,170.9374055137,-73.1606967367,5.5802539191
"15816","Tog<U+00FC><U+00ED>","Boyac<U+00E1>",101.4324586896,101.443125907,101.2776018945,103.2000403624,-73.4892172091,5.9218287169
"15820","T<U+00F3>paga","Boyac<U+00E1>",33.6138109281,33.6295285493,33.5603258196,34.1807028938,-72.8367299042,5.7653503316
"15822","Tota","Boyac<U+00E1>",195.9775665837,196.0460977216,195.6641929907,199.096154077,-73.005347811,5.4891910717
"15832","Tunungu<U+00E1>","Boyac<U+00E1>",29.2211442253,29.2213069878,29.1822951536,29.709317729,-73.9433094343,5.7203015779
"15835","Turmequ<U+00E9>","Boyac<U+00E1>",79.6987653696,79.7066044025,79.5775780369,80.9186357901,-73.5090875208,5.3056963379
"15837","Tuta","Boyac<U+00E1>",165.2901200795,165.3303948526,165.0275455176,168.0237040151,-73.1829809121,5.6721278414
"15839","Tutaz<U+00E1>","Boyac<U+00E1>",121.9543904459,122.0095094145,121.7601214291,124.1497867109,-72.8570776519,6.0780505442
"15842","Umbita","Boyac<U+00E1>",146.068555623,146.085349793,145.84450232,148.2626962461,-73.4633852053,5.2172400948
"15861","Ventaquemada","Boyac<U+00E1>",159.9963315664,160.0115013077,159.7537257394,162.4859270473,-73.5209833624,5.3833851723
"15879","Viracach<U+00E1>","Boyac<U+00E1>",62.5686162298,62.5811442343,62.4699054916,63.5540416062,-73.2662739482,5.4405582413
"15897","Zetaquira","Boyac<U+00E1>",251.4414364845,251.5050658713,251.0417635703,255.273718757,-73.167637426,5.2856366209
"17001","Manizales","Caldas",440.7743005144,441.0496937162,440.9132428111,447.2095251087,-75.507257806,5.0834329461
"17013","Aguadas","Caldas",475.4594621905,475.7326644184,475.566707232,483.1994938553,-75.4503456686,5.5967728347
"17042","Anserma","Caldas",208.9640541462,209.1426537719,209.1115564141,212.0917252429,-75.7528899323,5.2002976151
"17050","Aranzazu","Caldas",149.488002937,149.5767565445,149.5270979198,151.7566498668,-75.4739255365,5.265539962
"17088","Belalc<U+00E1>zar","Caldas",113.2429481481,113.3467482078,113.3344207326,114.8653081146,-75.8122616916,4.9946755451
"17174","Chinchin<U+00E1>","Caldas",109.2884991765,109.3726601903,109.3503435046,110.8516703575,-75.6671218572,4.9871173806
"17272","Filadelfia","Caldas",192.4674022702,192.6013663241,192.5520430261,195.4008993124,-75.5897882436,5.2857423025
"17380","La Dorada","Caldas",549.1688571067,549.2363453457,548.779453042,558.0055929371,-74.7123030174,5.5404980523
"17388","La Merced","Caldas",88.5413411697,88.6003600474,88.5757763713,89.9219247918,-75.5579102466,5.3931847437
"17433","Manzanares","Caldas",197.8422203494,197.9118868453,197.8045132167,200.8239998498,-75.1526351061,5.2329535333
"17442","Marmato","Caldas",36.8599557341,36.8860024011,36.8768198564,37.4469108974,-75.6020990928,5.4926314657
"17444","Marquetalia","Caldas",90.3074876316,90.333036676,90.2774067847,91.6907296053,-75.041179728,5.3091434144
"17446","Marulanda","Caldas",376.7927022046,376.9595234994,376.7872656451,382.475174589,-75.2831679861,5.235578546
"17486","Neira","Caldas",369.1120029892,369.3427649739,369.2282686571,374.6167172811,-75.5069255777,5.1833661108
"17495","Norcasia","Caldas",227.5047746669,227.546704835,227.3785921745,231.2405390758,-74.8549322817,5.6380598006
"17513","P<U+00E1>cora","Caldas",256.9658016441,257.1202100517,257.036030598,261.0641718488,-75.4824488727,5.500035523
"17524","Palestina","Caldas",112.1444278832,112.2301441659,112.2068186857,113.770207169,-75.661761274,5.0503414453
"17541","Pensilvania","Caldas",498.3647750278,498.54511283,498.2789752137,506.1590610934,-75.1668396872,5.4071846935
"17616","Risaralda","Caldas",89.8120773206,89.8893826362,89.8764020898,91.1313525851,-75.7587973101,5.1121868366
"17653","Salamina","Caldas",387.8795817793,388.0893336795,387.9439618786,393.8985881221,-75.4096205142,5.3703315681
"17662","Saman<U+00E1>","Caldas",757.9812219159,758.175279696,757.6842220227,770.1757121762,-74.9936891305,5.5402705431
"17665","San Jos<U+00E9>","Caldas",60.8867546182,60.9426311853,60.9360318591,61.7732697583,-75.8135165778,5.0707034993
"17777","Sup<U+00ED>a","Caldas",121.5213170962,121.6115802505,121.5843777846,123.4402956493,-75.6403553662,5.4529557795
"17867","Victoria","Caldas",558.7869726261,558.8852714077,558.4658344284,567.6016946696,-74.8362326768,5.4475344598
"17873","Villamar<U+00ED>a","Caldas",454.8098764822,455.0658338672,454.9038475588,461.2506968072,-75.4354360735,4.9402097947
"17877","Viterbo","Caldas",112.794859777,112.906366881,112.8990302678,114.4292292667,-75.8792972656,5.0478188702
"18001","Florencia","Caquet<U+00E1>",2545.9183465814,2547.6372818829,2546.9581064979,2565.4659179171,-75.5582476368,1.7491201536
"18029","Albania","Caquet<U+00E1>",413.7085848155,414.1221288111,414.100707725,416.6860196027,-75.8823259496,1.2278644114
"18094","Bel<U+00E9>n de los Andaquies","Caquet<U+00E1>",1190.4356079735,1191.6186908135,1191.5516806174,1199.2763341822,-75.8756425285,1.500917149
"18247","El Doncello","Caquet<U+00E1>",1105.6440946347,1106.0651466847,1105.4981572261,1114.192936361,-75.1939157702,1.791352522
"18256","El Paujil","Caquet<U+00E1>",1234.2260289272,1234.7425756897,1234.153787653,1243.5451203911,-75.2340206423,1.6177154314
"13140","Calamar","Bol<U+00ED>var",255.2884682682,255.3533066677,255.1836696263,265.2495039147,-75.0011938576,10.2188137353
"13160","Cantagallo","Bol<U+00ED>var",881.4539294966,881.456794539,880.3709148737,901.5427914298,-74.1001736661,7.2392224065
"13188","Cicuco","Bol<U+00ED>var",132.1336076471,132.1483559102,132.0346673085,136.4937770001,-74.6880317579,9.2351599362
"13212","C<U+00F3>rdoba","Bol<U+00ED>var",597.1988870259,597.3184496755,596.8830059842,617.978046653,-74.8944589661,9.5400398271
"13222","Clemencia","Bol<U+00ED>var",85.337180609,85.3759081599,85.3360989579,88.8561730956,-75.3144647662,10.5566368662
"13244","El Carmen de Bol<U+00ED>var","Bol<U+00ED>var",945.9409346138,946.2738754752,945.7433001599,979.7690846975,-75.157911218,9.6998241011
"13248","El Guamo","Bol<U+00ED>var",383.0904824175,383.173393875,382.9013166345,397.5872890561,-74.9281064251,10.0348380978
"13268","El Pe<U+00F1><U+00F3>n","Bol<U+00ED>var",318.9321351746,318.9348553092,318.5015060459,328.7880091936,-73.9122969619,8.8648074115
"13300","Hatillo de Loba","Bol<U+00ED>var",194.3274240559,194.32858154,194.0938905345,200.4611800857,-74.1470722769,8.9838481652
"13430","Magangu<U+00E9>","Bol<U+00ED>var",1130.8307143692,1130.9870855443,1130.05743604,1167.7292492373,-74.7471955881,9.169524445
"13433","Mahates","Bol<U+00ED>var",432.0240630889,432.1803277476,431.942733644,448.7678910024,-75.1797839327,10.1782053249
"13440","Margarita","Bol<U+00ED>var",293.6727658642,293.6749068601,293.3350714015,303.0600934465,-74.2258317677,9.0545850618
"13442","Mar<U+00ED>a la Baja","Bol<U+00ED>var",559.6499860239,559.917711868,559.6695205172,580.6208147177,-75.3438065497,9.9760134966
"13458","Montecristo","Bol<U+00ED>var",2092.7150477589,2092.8135709613,2090.7187982202,2148.0835527121,-74.4634354225,8.01699734
"13468","Momp<U+00F3>s","Bol<U+00ED>var",652.1050679563,652.1492294937,651.5284778089,673.2763618474,-74.545210764,9.1425128913
"13473","Morales","Bol<U+00ED>var",1347.5874193165,1347.5998795571,1345.8213579044,1384.8372919415,-73.9713670599,8.2537075043
"13490","Norosi","Bol<U+00ED>var",416.3858659247,416.3866069362,415.875772645,428.4434190277,-74.1159033643,8.5061305626
"13549","Pinillos","Bol<U+00ED>var",775.5316637652,775.5551456687,774.7380141144,799.5298833118,-74.385855068,8.8715657763
"13580","Regidor","Bol<U+00ED>var",183.4497819399,183.4526687939,183.1962101201,188.9749016041,-73.8511845014,8.7220120316
"13600","R<U+00ED>o Viejo","Bol<U+00ED>var",845.2273806369,845.2363446655,844.1345813671,869.647983115,-73.9971035836,8.4930235131
"13620","San Crist<U+00F3>bal","Bol<U+00ED>var",42.2563781789,42.2688171949,42.2426484448,43.9465733307,-75.0733381263,10.3697205921
"13647","San Estanislao","Bol<U+00ED>var",211.5593558265,211.6392763177,211.5261078131,220.0145574962,-75.2052370837,10.364677988
"13654","San Jacinto","Bol<U+00ED>var",442.7754264499,442.9159919103,442.6525444616,458.9779444195,-75.1060838035,9.8353699599
"13655","San Jacinto del Cauca","Bol<U+00ED>var",569.889654717,569.9505919415,569.4553072216,585.5952867398,-74.6684193287,8.2375002414
"13657","San Juan Nepomuceno","Bol<U+00ED>var",631.0398058315,631.2247472479,630.8324369109,654.6538458014,-75.0657042181,9.9679586262
"13667","San Mart<U+00ED>n de Loba","Bol<U+00ED>var",450.1972657258,450.1981619564,449.6149217893,463.9186077625,-74.0103260869,8.7876731798
"13670","San Pablo","Bol<U+00ED>var",2021.0180895797,2021.0357217294,2018.5863888981,2068.725513802,-74.1357624204,7.4223305389
"13673","Santa Catalina","Bol<U+00ED>var",172.7020035643,172.7742298249,172.6881460939,179.9319509993,-75.2654865786,10.6497976519
"13683","Santa Rosa","Bol<U+00ED>var",154.5932406822,154.6688382069,154.6014357079,160.8781789857,-75.3611600479,10.4692088258
"13688","Santa Rosa del Sur","Bol<U+00ED>var",2382.7448294691,2382.7823166577,2380.0892694437,2442.9283103025,-74.2628309181,7.7724387594
"13744","Simit<U+00ED>","Bol<U+00ED>var",1354.6521226769,1354.6597645204,1352.8835459328,1389.3763324931,-73.9837475417,7.8512751485
"13760","Soplaviento","Bol<U+00ED>var",92.5744363129,92.6041375991,92.5494132021,96.2545131877,-75.1169923363,10.3320871237
"13780","Talaigua Nuevo","Bol<U+00ED>var",249.2814068262,249.3051698186,249.0829172713,257.6210726521,-74.6400884835,9.3134397505
"13810","Tiquisio","Bol<U+00ED>var",762.7972340469,762.8093651881,761.9626566549,784.8312942674,-74.2967824085,8.4923269712
"13836","Turbaco","Bol<U+00ED>var",201.8794237244,201.9811479575,201.8957014925,209.9323985432,-75.3797163918,10.3531075921
"13838","Turban<U+00E1>","Bol<U+00ED>var",191.0350720016,191.1452997483,191.0757418088,198.4855434576,-75.4703883167,10.2160347683
"13873","Villanueva","Bol<U+00ED>var",137.0688483048,137.126443587,137.0584885336,142.619311918,-75.2673646825,10.4449098303
"13894","Zambrano","Bol<U+00ED>var",309.0932274518,309.1527738925,308.9243312736,320.2328388489,-74.8806677279,9.745140833
"15022","Almeida","Boyac<U+00E1>",57.6637733679,57.6721236964,57.5741968917,58.4828854271,-73.3881355808,4.9548243292
"15047","Aquitania","Boyac<U+00E1>",941.7278257687,942.1466102178,940.2287987623,956.5527511946,-72.871515892,5.4374053865
"15051","Arcabuco","Boyac<U+00E1>",137.8814437034,137.898595114,137.6690494372,140.1991634821,-73.4388754332,5.7495643164
"15087","Bel<U+00E9>n","Boyac<U+00E1>",163.018815781,163.088206053,162.7587293017,165.9092926577,-72.8936969564,6.0050587362
"15090","Berbeo","Boyac<U+00E1>",57.9961893246,58.0130093177,57.9036195811,58.870118476,-73.1011740017,5.2320567365
"15092","Bet<U+00E9>itiva","Boyac<U+00E1>",101.8528323678,101.8995485844,101.6906740824,103.6273646554,-72.8485795367,5.9208589321
"15097","Boavita","Boyac<U+00E1>",145.2118175849,145.3052907575,144.9859257408,147.96973975,-72.6202112076,6.3375106564
"15104","Boyac<U+00E1>","Boyac<U+00E1>",48.0157910061,48.0228724481,47.9411248626,48.7719028934,-73.3813706383,5.4398563404
"15106","Brice<U+00F1>o","Boyac<U+00E1>",64.5991498757,64.5997117261,64.5120360961,65.6682595002,-73.9093269912,5.6755088109
"15109","Buenavista","Boyac<U+00E1>",110.1562016383,110.156766953,110.0102553659,111.9091337018,-73.9506625238,5.4893987993
"15114","Busbanz<U+00E1>","Boyac<U+00E1>",25.3416035345,25.3527145868,25.3011927817,25.7760371113,-72.8757463857,5.8434834508
"15131","Caldas","Boyac<U+00E1>",78.9646306707,78.9655694164,78.8569184768,80.2443869074,-73.8805753428,5.5759895946
"15135","Campohermoso","Boyac<U+00E1>",298.6490793853,298.72838243,298.1735336963,302.9388383902,-73.1446719151,5.0068607059
"15162","Cerinza","Boyac<U+00E1>",63.5546832244,63.5785817556,63.4530698715,64.6715037724,-72.9644724335,5.9620132963
"15172","Chinavita","Boyac<U+00E1>",136.3508883579,136.3734562924,136.1376530643,138.3928521193,-73.3404795739,5.2029704918
"15176","Chiquinquir<U+00E1>","Boyac<U+00E1>",165.0097752364,165.0136427739,164.7783553169,167.7104011597,-73.8042427498,5.6224880148
"15180","Chiscas","Boyac<U+00E1>",658.2655758926,658.814895892,657.2807628883,671.696879671,-72.4179647183,6.6891044364
"05002","Abejorral","Antioquia",506.8484040877,507.1341120498,506.9528018913,515.465871159,-75.4384781242,5.8037257164
"05004","Abriaqu<U+00ED>","Antioquia",296.5935467582,296.9559738126,296.974182006,302.5698772316,-76.0859756738,6.6275650976
"05021","Alejandr<U+00ED>a","Antioquia",128.8920037546,128.9321555565,128.8564336385,131.3540001338,-75.090599277,6.3655346774
"05030","Amag<U+00E1>","Antioquia",84.0646513615,84.1324761914,84.1171437373,85.5638440496,-75.7080033423,6.0329211965
"05034","Andes","Antioquia",402.0853030035,402.5025621991,402.4871918931,408.6683660177,-75.9245939005,5.6239478274
"05036","Angel<U+00F3>polis","Antioquia",81.8096725345,81.8763024704,81.8617683348,83.2956806637,-75.7159502324,6.1214296228
"05038","Angostura","Antioquia",338.4977075816,338.666020318,338.525512642,345.6475547631,-75.3583237315,6.8614982928
"05040","Anor<U+00ED>","Antioquia",1413.3164642245,1413.773904174,1412.9551433291,1445.2083784359,-75.108516296,7.1930863308
"05044","Anza","Antioquia",255.6621802942,255.9233137057,255.9105271654,260.4884613372,-75.9125932276,6.3080378635
"05055","Argelia","Antioquia",245.2646243387,245.3421067617,245.1992433132,249.3512575446,-75.0947008517,5.7081186538
"05059","Armenia","Antioquia",110.3345121101,110.4349747113,110.4221362423,112.3562653303,-75.8099548206,6.1636822963
"05091","Betania","Antioquia",180.3261081291,180.5259864136,180.5263621907,183.3429917949,-75.9868924088,5.7270822154
"05093","Betulia","Antioquia",262.0866366781,262.3675027434,262.3621219289,266.9111109128,-75.9564924838,6.1857826466
"05101","Ciudad Bol<U+00ED>var","Antioquia",260.1506901789,260.4461077022,260.4505346072,264.608267289,-76.0106531869,5.8409946152
"05107","Brice<U+00F1>o","Antioquia",376.095966984,376.3467436595,376.2400949009,384.4460708556,-75.5622391101,7.1117844907
"05113","Buritic<U+00E1>","Antioquia",354.8488283461,355.2102589023,355.1912714609,362.2660307784,-75.9120630874,6.8090534945
"05120","C<U+00E1>ceres","Antioquia",1873.0552021218,1873.803274753,1872.8541766834,1919.3877141696,-75.2236682269,7.6651257914
"05125","Caicedo","Antioquia",199.907402358,200.1298833662,200.1303293925,203.7715048653,-75.9935115757,6.4234618386
"05134","Campamento","Antioquia",206.2520236611,206.3433464233,206.2480573998,210.7629997012,-75.2876597935,7.0360104614
"05142","Caracol<U+00ED>","Antioquia",262.7644532528,262.798885164,262.5832917415,267.755379924,-74.7335416408,6.3379707184
"05145","Caramanta","Antioquia",91.9902868706,92.0577839375,92.0365732776,93.4746346784,-75.6308213195,5.5552758432
"05148","El Carmen de Viboral","Antioquia",423.4640421568,423.6451848307,423.4449104119,430.9310121312,-75.2635258025,5.9780715522
"05150","Carolina","Antioquia",149.5130314211,149.5813247558,149.5142318074,152.6040742225,-75.3059058521,6.7548204106
"05172","Chigorod<U+00F3>","Antioquia",720.2550355208,721.6826476349,721.9816680435,737.9542773837,-76.6396350673,7.6316627287
"05190","Cisneros","Antioquia",46.9203784576,46.9347321522,46.9068856685,47.8510234926,-75.0825410955,6.5500653889
"05197","Cocorn<U+00E1>","Antioquia",241.678539114,241.7646314192,241.6339746239,245.9645158227,-75.1601466214,6.0055874134
"05206","Concepci<U+00F3>n","Antioquia",201.9748296094,202.0544893111,201.9526006478,205.8412091011,-75.2178581204,6.3761049751
"05209","Concordia","Antioquia",247.6306822078,247.8803893412,247.8663521094,252.0696348041,-75.9001462908,6.0574640095
"05237","Don Mat<U+00ED>as","Antioquia",203.2297003771,203.3323112922,203.2494358656,207.2242547793,-75.3668377262,6.5054141124
"05250","El Bagre","Antioquia",1560.0842848411,1560.2488717812,1558.891808099,1598.9705404775,-74.6642763141,7.7045890792
"05264","Entrerrios","Antioquia",214.0535794275,214.1959454483,214.135428238,218.3379956382,-75.5591261414,6.5946535393
"05282","Fredonia","Antioquia",257.8916206208,258.0926067676,258.0409094916,262.3539359853,-75.6792612074,5.8876992935
"05284","Frontino","Antioquia",1381.9908638164,1384.1240257189,1384.4308205003,1410.2016814662,-76.332012575,6.6913631728
