divipola,municipio,departamento,desercion,wy,vecinos
86885,Villagarzón,Putumayo,5.65,4.5166666667,6
97889,Yavaraté,Vaupés,8.39,5.06,1
18205,Curillo,Caquetá,7.83,6.4916666667,6
18756,Solano,Caquetá,6.66,6.1975,16
86755,San Francisco,Putumayo,2.92,4.476,5
52001,Pasto,Nariño,2.1,2.954,10
52683,Sandoná,Nariño,2.15,2.022,5
52435,Mallama,Nariño,2.88,1.502,5
52381,La Florida,Nariño,1.71,2.0716666667,6
86001,Mocoa,Putumayo,5.3,4.77875,8
52019,Albán,Nariño,1.72,2.108,5
52260,El Tambo,Nariño,1.69,1.8316666667,6
18150,Cartagena del Chairá,Caquetá,8.76,6.68,6
52678,Samaniego,Nariño,2.43,2.4775,8
94885,La Guadalupe,Guainía,1.09,5.46,1
52693,San Pablo,Nariño,1.4,2.902,5
97161,Caruru,Vaupés,3.54,4.79,5
97001,Mitú,Vaupés,5.06,4.016,5
52079,Barbacoas,Nariño,4.81,2.6685714286,7
52540,Policarpa,Nariño,3.66,2.394,5
95200,Miraflores,Guaviare,5.74,5.204,5
52835,San Andres de Tumaco,Nariño,3.83,2.2075,4
05615,Rionegro,Antioquia,4.1,3.43375,8
20443,Manaure,Cesar,3.84,4.665,2
94001,Inírida,Guainía,5.19,4.18,6
27580,Río Iro,Chocó,2.43,2.6425,4
95025,El Retorno,Guaviare,5.32,4.495,6
94887,Pana Pana,Guainía,0.32,4.616,5
94883,San Felipe,Guainía,5.46,1.96,2
27413,Lloró,Chocó,0.37,1.862,5
97777,Papunaua,Vaupés,0,4.848,5
54344,Hacarí,Norte de Santander,2.94,4.09,4
54720,Sardinata,Norte de Santander,5.27,3.9344444444,9
66075,Balboa,Risaralda,6.48,6.0716666667,6
85001,Yopal,Casanare,3.28,3.49125,8
85430,Trinidad,Casanare,4.73,4.834,5
15001,Tunja,Boyacá,2.82,2.213,10
52427,Magüi,Nariño,3.61,2.9057142857,7
52405,Leiva,Nariño,3.73,3.415,4
95015,Calamar,Guaviare,2.67,6.4283333333,6
52621,Roberto Payán,Nariño,1.07,2.7733333333,6
52520,Francisco Pizarro,Nariño,1.72,2.0433333333,3
50350,La Macarena,Meta,8.03,5.294,5
52473,Mosquera,Nariño,1.23,2.015,4
52490,Olaya Herrera,Nariño,1.44,2.3775,4
52696,Santa Bárbara,Nariño,1.71,2.01,2
52390,La Tola,Nariño,3.6,2.38,3
41349,Hobo,Huila,3.91,3.4225,4
52250,El Charco,Nariño,2.09,3.5322222222,9
19318,Guapi,Cauca,1.93,2.65,4
94888,Morichal,Guainía,10,3.375,6
95001,San José del Guaviare,Guaviare,5.02,7.3344444444,9
19809,Timbiquí,Cauca,2.03,3.7275,4
18753,San Vicente del Caguán,Caquetá,7.8,5.3918181818,11
50450,Puerto Concordia,Meta,8.87,7.9466666667,3
50590,Puerto Rico,Meta,6.53,7.75,5
94884,Puerto Colombia,Guainía,2.83,3.25,4
50711,Vistahermosa,Meta,6.8,5.5714285714,7
19418,López,Cauca,3.45,3.1883333333,6
50325,Mapiripán,Meta,12.29,6.0842857143,7
50577,Puerto Lleras,Meta,5.77,6.9666666667,6
94343,Barranco Minas,Guainía,4.4,6.8966666667,3
94886,Cacahual,Guainía,2.03,4.01,2
76233,Dagua,Valle del Cauca,4.11,4.725,4
76109,Buenaventura,Valle del Cauca,3.31,3.7128571429,7
50001,Villavicencio,Meta,4.11,4.455,6
27250,El Litoral del San Juan,Chocó,1.49,3.9625,8
73001,Ibagué,Tolima,4.18,3.0775,8
27745,Sipí,Chocó,1.48,4.7622222222,9
11001,"Bogotá, D.C.","Bogotá, D.C.",2.49,2.8815,20
47001,Santa Marta,Magdalena,4.66,4.1975,4
44001,Riohacha,La Guajira,3.65,3.4911111111,9
44847,Uribia,La Guajira,1.62,2.585,2
88564,Providencia,"Archipiélago de San Andrés, Providencia y Santa Catalina",1.41,0,0
85162,Monterrey,Casanare,3.07,3.3375,4
50568,Puerto Gaitán,Meta,3.95,6.74,7
20045,Becerril,Cesar,5.42,5.7466666667,3
27361,Istmina,Chocó,3.36,2.0577777778,9
70001,Sincelejo,Sucre,3.02,2.7975,8
05001,Medellín,Antioquia,3.18,3.9681818182,11
05240,Ebéjico,Antioquia,3.2,4.0657142857,7
05212,Copacabana,Antioquia,3.81,4.195,6
05088,Bello,Antioquia,3.92,4.4475,4
05308,Girardota,Antioquia,4.38,4.1266666667,6
27073,Bagadó,Chocó,0.82,3.10875,8
27600,Río Quito,Chocó,2.72,2.166,5
27050,Atrato,Chocó,2.24,1.9,4
20400,La Jagua de Ibirico,Cesar,4.88,5.9,3
85263,Pore,Casanare,4.63,4.172,5
05631,Sabaneta,Antioquia,3.53,4.07,4
05380,La Estrella,Antioquia,2.8,3.448,5
