divipola,municipio,departamento,desercion,vecinos,z,wz,Ii,p_rangos,cuadrante,lisa,lisa_bonferroni,lisa_fdr,gistar_z,gistar_p,gistar
13188,Cicuco,Bolívar,5.17,3,0.9885233124,-0.0435334543,-0.0430722576,0.49716,High-Low,1,1,1,0.4297288482,0.49508,4
13212,Córdoba,Bolívar,1.47,8,-1.1057783532,-0.2185302827,0.2418618115,0.27072,Low-Low,1,1,1,-0.9551822946,0.274,4
13222,Clemencia,Bolívar,3.13,4,-0.1661727411,-0.6741824018,0.1121307651,0.07216,Low-Low,1,1,1,-1.2831937677,0.07392,3
13244,El Carmen de Bolívar,Bolívar,3.55,8,0.0715587993,-0.3869234572,-0.0277124993,0.13352,High-Low,1,1,1,-1.0120136386,0.13244,4
13248,El Guamo,Bolívar,3.19,5,-0.1322110924,-0.5295623814,0.0700765335,0.10956,Low-Low,1,1,1,-1.1379891892,0.10756,4
13268,El Peñón,Bolívar,3.96,5,0.303630065,0.6172092873,0.1875706204,0.08872,High-High,1,1,1,1.38754795,0.08836,5
13300,Hatillo de Loba,Bolívar,4.12,7,0.3941944613,0.6044332386,0.2384769708,0.0588,High-High,1,1,1,1.641131174,0.06352,5
13430,Magangué,Bolívar,3.94,11,0.2923095154,-0.0411321257,-0.0120340468,0.45708,High-Low,1,1,1,-0.0464789941,0.46472,4
13433,Mahates,Bolívar,2.82,7,-0.341641259,-0.2049860538,0.0700942218,0.30616,Low-Low,1,1,1,-0.6303563175,0.30672,4
13440,Margarita,Bolívar,3.97,5,0.3092903398,0.3217429443,0.0996008345,0.22012,High-High,1,1,1,0.7851262471,0.22384,4
13442,María la Baja,Bolívar,3.39,6,-0.019005597,-0.1274941968,0.0024252668,0.39584,Low-Low,1,1,1,-0.2972426097,0.39364,4
13458,Montecristo,Bolívar,5.83,9,1.3621014473,0.3476544243,0.4739633986,0.14452,High-High,1,1,1,1.4265532493,0.14576,4
13468,Mompós,Bolívar,3.95,7,0.2979697902,0.1402907073,0.0418397162,0.3356,High-High,1,1,1,0.4541735193,0.33352,4
13473,Morales,Bolívar,3.49,8,0.0375971507,0.4012698048,0.0151000715,0.1312,High-High,1,1,1,1.086957333,0.13184,4
13490,Norosi,Bolívar,1.63,2,-1.0152139568,0.0460875629,-0.0468305127,0.43636,Low-High,1,1,1,-0.5336312431,0.44156,4
13549,Pinillos,Bolívar,4.43,9,0.5696629793,0.4621177586,0.263486425,0.08432,High-High,1,1,1,1.502068137,0.08428,5
13580,Regidor,Bolívar,6.29,5,1.6224740868,0.6556991558,1.0648047595,0.07572,High-High,1,1,1,2.0061886988,0.07724,5
13600,Río Viejo,Bolívar,3.85,10,0.2413670425,0.5509840725,0.1331081366,0.04816,High-High,2,1,1,1.7426253663,0.04716,6
13620,San Cristóbal,Bolívar,3.18,5,-0.1378713672,-1.0808731442,0.149154513,0.00264,Low-Low,3,1,3,-2.2686883855,0.00188,1
13647,San Estanislao,Bolívar,3.41,6,-0.0076850475,-0.8642732963,0.0066479116,0.00912,Low-Low,3,1,1,-1.9690496993,0.00808,1
13654,San Jacinto,Bolívar,3.12,4,-0.1718330158,-0.0996645125,0.0171409445,0.44892,Low-Low,1,1,1,-0.2557022529,0.45328,4
13655,San Jacinto del Cauca,Bolívar,4.47,5,0.5923040783,0.8379600034,0.4967702768,0.0392,High-High,2,1,1,1.9575315612,0.03864,6
13657,San Juan Nepomuceno,Bolívar,3.73,7,0.1734437452,-0.4621242506,-0.0802241256,0.10456,High-Low,1,1,1,-1.0862605267,0.09992,3
13667,San Martín de Loba,Bolívar,5.1,7,0.948901389,0.483950247,0.4596310804,0.107,High-High,1,1,1,1.538703356,0.10232,4
13670,San Pablo,Bolívar,2.39,6,-0.5850330742,0.9507881472,-0.5567391578,0.01884,Low-High,5,1,1,1.9411332496,0.01728,6
13673,Santa Catalina,Bolívar,2.73,6,-0.3925837319,-0.627485135,0.2465604029,0.0488,Low-Low,3,1,1,-1.5763145293,0.0484,2
13683,Santa Rosa,Bolívar,1.76,4,-0.9416303848,-0.4647522353,0.4380155626,0.17096,Low-Low,1,1,1,-1.2552865907,0.17788,4
13688,Santa Rosa del Sur,Bolívar,3.95,6,0.2979697902,0.6640008921,0.1980288603,0.06096,High-High,1,1,1,1.6235113635,0.05888,5
13744,Simití,Bolívar,3.6,4,0.0998601732,0.1309916844,0.0130925316,0.36996,High-High,1,1,1,0.2796081413,0.37136,4
13760,Soplaviento,Bolívar,1.08,5,-1.3265290693,-0.5555996454,0.7376771332,0.0968,Low-Low,1,1,1,-1.6801687219,0.09488,3
13780,Talaigua Nuevo,Bolívar,2.15,6,-0.7208796687,-0.0737215865,0.0531918432,0.44716,Low-Low,1,1,1,-0.441030896,0.45468,4
13810,Tiquisio,Bolívar,3.16,8,-0.1491919168,0.499617079,-0.0746053822,0.08344,Low-High,1,1,1,1.2877614151,0.08552,5
13836,Turbaco,Bolívar,2.84,6,-0.3303207095,-0.4708841996,0.1556816804,0.116,Low-Low,1,1,1,-1.1964559224,0.1176,4
13838,Turbaná,Bolívar,3.1,4,-0.1831535654,-0.2199453514,0.040319743,0.34908,Low-Low,1,1,1,-0.4764226523,0.34648,4
13873,Villanueva,Bolívar,1.11,6,-1.309548245,-0.5642787334,0.7396100019,0.0704,Low-Low,1,1,1,-1.7801934427,0.07004,3
13894,Zambrano,Bolívar,2.32,6,-0.6246549976,-0.5642787334,0.3527942447,0.07216,Low-Low,1,1,1,-1.5205160899,0.07128,3
15022,Almeida,Boyacá,2.05,5,-0.7774824164,-0.5533355355,0.4305927641,0.09348,Low-Low,1,1,1,-1.4507850734,0.09416,3
15047,Aquitania,Boyacá,3.86,11,0.2470273173,-0.7352876409,-0.1817983085,0.00328,High-Low,4,1,4,-2.275754642,0.00308,1
15051,Arcabuco,Boyacá,1.28,7,-1.2133235738,-0.4362487088,0.5297834414,0.11624,Low-Low,1,1,1,-1.5140472956,0.11456,4
15087,Belén,Boyacá,2.8,6,-0.3529618085,-0.9935162369,0.3509863889,0.00216,Low-Low,3,1,3,-2.3939762766,0.0026,1
15090,Berbeo,Boyacá,1.49,4,-1.0944578036,-1.0095536821,1.1059004358,0.01032,Low-Low,3,1,1,-2.3005372181,0.00908,1
15092,Betéitiva,Boyacá,2.4,7,-0.5793727994,-0.737860493,0.4278779925,0.01612,Low-Low,3,1,1,-2.0382367167,0.01348,2
15097,Boavita,Boyacá,1.64,7,-1.0095536821,-1.0790942007,1.0903762053,0.00056,Low-Low,3,1,3,-3.0384142329,0.00032,1
15104,Boyacá,Boyacá,2.01,6,-0.8001235155,-0.5963536237,0.4775825905,0.06364,Low-Low,1,1,1,-1.6600121885,0.05956,3
15106,Briceño,Boyacá,0.82,6,-1.4736962134,-0.9095554944,1.3416052813,0.0056,Low-Low,3,1,1,-2.6279005035,0.00516,1
15109,Buenavista,Boyacá,2.94,5,-0.2737179617,-0.6314473273,0.1729927954,0.06804,Low-Low,1,1,1,-1.4044449424,0.06624,3
15114,Busbanzá,Boyacá,2.27,3,-0.6529563714,-0.3397545007,0.2220429418,0.29112,Low-Low,1,1,1,-0.8376056624,0.2904,4
15131,Caldas,Boyacá,2.68,6,-0.4208851058,-0.6623901627,0.2790390735,0.03916,Low-Low,3,1,1,-1.66645047,0.0406,2
15135,Campohermoso,Boyacá,0.69,6,-1.5472797854,-0.3897535946,0.6035963027,0.17136,Low-Low,1,1,1,-1.4733020258,0.16316,4
15162,Cerinza,Boyacá,0.6,5,-1.5982222583,-0.5261662166,0.8416813897,0.10876,Low-Low,1,1,1,-1.731142866,0.11024,4
15172,Chinavita,Boyacá,1.9,7,-0.862386538,-0.7985062941,0.6892359188,0.008,Low-Low,3,1,1,-2.2892852901,0.0086,1
15176,Chiquinquirá,Boyacá,1.94,6,-0.8397454389,-0.6529563714,0.5488067036,0.04268,Low-Low,3,1,1,-1.8038004748,0.04152,2
15180,Chiscas,Boyacá,1.06,6,-1.3378496188,-0.8067271694,1.0802432786,0.01276,Low-Low,3,1,1,-2.3424700248,0.01224,2
05002,Abejorral,Antioquia,2.9,7,-0.2963590608,-0.0376036427,0.0111541304,0.48512,Low-Low,1,1,1,-0.1985527714,0.48056,4
05004,Abriaquí,Antioquia,0,6,-1.9378387446,-0.0859855151,0.166774836,0.43628,Low-Low,1,1,1,-0.9303402881,0.4372,4
05021,Alejandría,Antioquia,1.42,5,-1.134079727,-0.2601333023,0.2952753079,0.29444,Low-Low,1,1,1,-0.9966517897,0.29376,4
05030,Amagá,Antioquia,5.04,5,0.9149397403,-0.2657935771,-0.2434022359,0.29052,High-Low,1,1,1,-0.1694804514,0.27992,4
05034,Andes,Antioquia,4.33,7,0.5130602315,0.018999105,0.0097563885,0.458,High-High,1,1,1,0.2292339976,0.45752,4
05036,Angelópolis,Antioquia,0.98,7,-1.383131817,0.2656253629,-0.3677229221,0.23136,Low-High,1,1,1,0.16898234,0.233,4
05038,Angostura,Antioquia,2.96,5,-0.2623974122,-0.4265453806,0.1120243365,0.16712,Low-Low,1,1,1,-0.9804327438,0.17016,4
05040,Anorí,Antioquia,5.94,8,1.4243644698,0.4253259726,0.6063601134,0.11316,High-High,1,1,1,1.6154888321,0.11324,4
05044,Anza,Antioquia,2.19,6,-0.6982385696,-0.1595690872,0.1115167709,0.36348,Low-Low,1,1,1,-0.6277410588,0.3618,4
05055,Argelia,Antioquia,3.13,4,-0.1661727411,-0.0586275204,0.0097509942,0.48824,Low-Low,1,1,1,-0.1795917703,0.47884,4
05059,Armenia,Antioquia,3.64,7,0.1225012723,-0.2712921297,-0.0332633039,0.24484,High-Low,1,1,1,-0.6303563175,0.23932,4
05091,Betania,Antioquia,2.21,5,-0.6869180201,0.1508026461,-0.1036815453,0.34164,Low-High,1,1,1,0.0274651053,0.34616,4
05093,Betulia,Antioquia,2.72,4,-0.3982440067,-0.0289110779,0.0115239435,0.49788,Low-Low,1,1,1,-0.230332092,0.49316,4
05101,Ciudad Bolívar,Antioquia,7.45,5,2.2790659603,-0.1910779501,-0.4358680725,0.35056,High-Low,1,1,1,0.5418405593,0.34936,4
05107,Briceño,Antioquia,2.8,5,-0.3529618085,-0.0303261465,0.0107135286,0.49988,Low-Low,1,1,1,-0.2065525562,0.49048,4
05113,Buriticá,Antioquia,8.01,6,2.5960413476,-0.6095609315,-1.5838582798,0.0572,High-Low,1,1,1,-0.4024012072,0.057,3
05120,Cáceres,Antioquia,5.8,6,1.345120623,1.0639936427,1.4324776484,0.0094,High-High,2,1,1,2.9304825028,0.01132,6
05125,Caicedo,Antioquia,1.86,4,-0.8850276371,-0.576542662,0.5107117757,0.11588,Low-Low,1,1,1,-1.4303407007,0.11224,4
05134,Campamento,Antioquia,3.74,4,0.17910402,-0.0713631386,-0.012792837,0.47108,High-Low,1,1,1,-0.0476669338,0.47204,4
05142,Caracolí,Antioquia,3.27,5,-0.0869288943,-0.1831535654,0.0159355524,0.35696,Low-Low,1,1,1,-0.4104491326,0.35968,4
05145,Caramanta,Antioquia,2.24,7,-0.6699371958,-0.4411003728,0.2957733946,0.11308,Low-Low,1,1,1,-1.3332923228,0.1106,4
05148,El Carmen de Viboral,Antioquia,3.55,8,0.0715587993,0.0390122194,0.0027941601,0.43772,High-High,1,1,1,0.1284019976,0.43844,4
05150,Carolina,Antioquia,2.4,4,-0.5793727994,-0.1166453368,0.0676414756,0.43244,Low-Low,1,1,1,-0.4688116041,0.43976,4
05172,Chigorodó,Antioquia,5.48,4,1.1639918303,0.9899383811,1.1533090097,0.03044,High-High,2,1,1,2.2965359296,0.03408,6
05190,Cisneros,Antioquia,2.35,2,-0.6076741733,-0.415224831,0.2525466929,0.29656,Low-Low,1,1,1,-0.8314144369,0.29588,4
05197,Cocorná,Antioquia,3.28,6,-0.0812686195,0.3441953675,-0.0279972576,0.19056,Low-High,1,1,1,0.7521972706,0.18952,4
05206,Concepción,Antioquia,1.76,6,-0.9416303848,-0.2340960383,0.2206287569,0.29408,Low-Low,1,1,1,-0.8895645054,0.2964,4
05209,Concordia,Antioquia,3.9,6,0.2696684164,0.0677852828,0.0182958709,0.41016,High-High,1,1,1,0.2564495971,0.411,4
05237,Don Matías,Antioquia,6.31,7,1.6337946364,-0.0845030622,-0.1381839182,0.43204,High-Low,1,1,1,0.3698211986,0.43108,4
05250,El Bagre,Antioquia,4.61,6,0.6715479252,1.0073908949,0.6771152932,0.01368,High-High,2,1,1,2.5463317082,0.01276,6
05264,Entrerrios,Antioquia,1.48,4,-1.1001180784,0.3970245987,-0.4371639154,0.19908,Low-High,1,1,1,0.2187197552,0.20172,4
05282,Fredonia,Antioquia,1.89,8,-0.8680468128,-0.0699480699,0.0607724119,0.4392,Low-Low,1,1,1,-0.477799005,0.4376,4
05284,Frontino,Antioquia,3.37,7,-0.0303261465,-0.1467660847,0.0044548238,0.36936,Low-Low,1,1,1,-0.375290967,0.36668,4
05306,Giraldo,Antioquia,3.99,4,0.3206108893,0.1366519592,0.0438512241,0.3678,High-High,1,1,1,0.388699833,0.36472,4
05313,Granada,Antioquia,2.99,6,-0.2454165879,-0.0529672456,0.013010647,0.47336,Low-Low,1,1,1,-0.2135449506,0.46988,4
05318,Guarne,Antioquia,3.99,5,0.3206108893,0.1349538768,0.0433063143,0.35616,High-High,1,1,1,0.4074541794,0.35472,4
05321,Guatape,Antioquia,4.28,6,0.4847588577,-0.5586184586,-0.2710370273,0.07636,High-Low,1,1,1,-1.0870051373,0.07336,3
05347,Heliconia,Antioquia,4.93,4,0.8526767179,-0.3812631824,-0.3253845017,0.22212,High-Low,1,1,1,-0.3013685424,0.2316,4
05353,Hispania,Antioquia,4.11,4,0.3885341866,0.4890040638,0.1901644344,0.15808,High-High,1,1,1,1.0508610314,0.16112,4
05361,Ituango,Antioquia,3.85,12,0.2413670425,0.6512652739,0.1573343248,0.01812,High-High,2,1,1,2.2475552393,0.01796,6
05368,Jericó,Antioquia,2.37,6,-0.5963536237,-0.4208851058,0.2512204619,0.143,Low-Low,1,1,1,-1.1835793594,0.14088,4
05390,La Pintada,Antioquia,3.66,5,0.1338218218,-0.6518243165,-0.0873062,0.05684,High-Low,1,1,1,-1.2793265888,0.05784,3
05400,La Unión,Antioquia,4.27,3,0.4790985829,-0.209568181,-0.1004934648,0.3826,High-Low,1,1,1,-0.0749367958,0.37884,4
05425,Maceo,Antioquia,3.05,4,-0.2114549392,-0.198719321,0.0420577,0.3616,Low-Low,1,1,1,-0.4510524915,0.36832,4
05440,Marinilla,Antioquia,3.86,5,0.2470273173,-0.0563634105,-0.0139357336,0.46992,High-Low,1,1,1,-0.0142410126,0.47296,4
05467,Montebello,Antioquia,3.37,4,-0.0303261465,-0.2241905575,0.0068049061,0.34584,Low-Low,1,1,1,-0.4155342663,0.34308,4
05483,Nariño,Antioquia,5.19,4,0.9998438619,-0.1831535654,-0.1832884726,0.37792,High-Low,1,1,1,0.1197761279,0.37824,4
05495,Nechí,Antioquia,6.44,5,1.7073782084,0.5719270892,0.9773677201,0.10356,High-High,1,1,1,1.8694853123,0.10632,4
05501,Olaya,Antioquia,2.49,4,-0.5284303265,-0.2326809696,0.1230654626,0.33136,Low-Low,1,1,1,-0.6540137784,0.3398,4
05541,Peñol,Antioquia,2.58,6,-0.4774878535,-0.1190037846,0.0568735964,0.4018,Low-Low,1,1,1,-0.4517613651,0.39828,4
05543,Peque,Antioquia,1.74,6,-0.9529509343,0.7083397112,-0.6756156798,0.05128,Low-High,1,1,1,1.250091038,0.05008,5
05576,Pueblorrico,Antioquia,3.16,6,-0.1491919168,0.3347615762,-0.0499883138,0.19744,Low-High,1,1,1,0.7049832065,0.19832,4
05579,Puerto Berrío,Antioquia,2.85,9,-0.3246604347,0.0791058324,-0.0257054648,0.3836,Low-High,1,1,1,0.1230224485,0.38732,4
05585,Puerto Nare,Antioquia,3.37,6,-0.0303261465,-0.2048512853,0.0062178968,0.3204,Low-Low,1,1,1,-0.477514491,0.31588,4
05591,Puerto Triunfo,Antioquia,2.57,5,-0.4831481283,0.4236278901,-0.2048577678,0.16648,Low-High,1,1,1,0.6692759196,0.16404,4
05604,Remedios,Antioquia,6.53,9,1.7583206813,0.3853895895,0.6782435199,0.12388,High-High,1,1,1,1.6602898067,0.12568,4
05607,Retiro,Antioquia,3.41,6,-0.0076850475,0.1536327835,-0.0011817294,0.32868,Low-High,1,1,1,0.3465855377,0.33496,4
05628,Sabanalarga,Antioquia,0.64,6,-1.5755811592,0.1196711349,-0.1887199351,0.36152,Low-High,1,1,1,-0.3251418295,0.36408,4
05642,Salgar,Antioquia,4.21,7,0.4451369343,0.1540370889,0.0686288186,0.32468,High-High,1,1,1,0.5405342285,0.32624,4
05647,San Andrés,Antioquia,3.9,7,0.2696684164,-0.8122526757,-0.2192344632,0.00732,High-Low,4,1,1,-1.9217501787,0.00808,1
05649,San Carlos,Antioquia,2.92,7,-0.2850385113,-0.0343692,0.0098052925,0.48968,Low-Low,1,1,1,-0.1865024399,0.4834,4
05652,San Francisco,Antioquia,7.46,4,2.2847262351,-0.1704179471,-0.3897059962,0.38804,High-Low,1,1,1,0.7185119241,0.39012,4
05658,San José de la Montaña,Antioquia,0.99,4,-1.3774715422,-0.2737179617,0.3773753446,0.30308,Low-Low,1,1,1,-1.1081396577,0.3022,4
05659,San Juan de Urabá,Antioquia,2.03,2,-0.788802966,0.7055095738,-0.5570049265,0.15272,Low-High,1,1,1,0.3597183383,0.15404,4
05660,San Luis,Antioquia,3.37,7,-0.0303261465,0.1532284782,-0.0046509782,0.3266,Low-High,1,1,1,0.3698211986,0.32644,4
05664,San Pedro,Antioquia,3.39,7,-0.019005597,0.5842179715,-0.0111133251,0.06764,Low-High,1,1,1,1.4443090925,0.06368,5
05665,San Pedro de Uraba,Antioquia,3.19,4,-0.1322110924,0.3361766449,-0.0444859657,0.23484,Low-High,1,1,1,0.5434578142,0.23752,4
25295,Gachancipá,Cundinamarca,4.48,6,0.5979643531,0.1913679487,0.1145333824,0.29968,High-High,1,1,1,0.66206133,0.29816,4
25335,Guayabetal,Cundinamarca,2.27,6,-0.6529563714,-0.1973042523,0.1289460964,0.32728,Low-Low,1,1,1,-0.6964160612,0.3308,4
25339,Gutiérrez,Cundinamarca,0.78,6,-1.4963373124,-0.1897572193,0.2841943261,0.33912,Low-Low,1,1,1,-0.9990152905,0.33228,4
25368,Jerusalén,Cundinamarca,3.32,8,-0.0586275204,0.1960848443,-0.0115062325,0.27516,Low-High,1,1,1,0.5053832461,0.27876,4
25372,Junín,Cundinamarca,2.11,8,-0.7435207678,-0.4187625028,0.3116366163,0.11264,Low-Low,1,1,1,-1.3700511057,0.10688,4
25377,La Calera,Cundinamarca,3.85,7,0.2413670425,-0.3578134726,-0.0864414907,0.17072,High-Low,1,1,1,-0.803077736,0.16608,4
25386,La Mesa,Cundinamarca,3.58,7,0.0885396237,0.3804480797,0.0337148055,0.15168,High-High,1,1,1,0.9763545518,0.15152,4
25394,La Palma,Cundinamarca,2.09,6,-0.7548413173,-0.1491919168,0.1127167732,0.37444,Low-Low,1,1,1,-0.6255949649,0.3744,4
25398,La Peña,Cundinamarca,4.46,4,0.5866438036,-0.8595564006,-0.5047036625,0.02652,High-Low,4,1,1,-1.2781197355,0.027,2
25402,La Vega,Cundinamarca,1.95,6,-0.8340851641,-0.1595690872,0.1332130424,0.3638,Low-Low,1,1,1,-0.6792473106,0.36028,4
25407,Lenguazaque,Cundinamarca,2.64,7,-0.4435262049,-0.430588434,0.1911477694,0.12064,Low-Low,1,1,1,-1.2268477277,0.1174,4
25426,Macheta,Cundinamarca,1.82,6,-0.9076687362,-0.7076723609,0.6429055882,0.0292,Low-Low,3,1,1,-1.9540270425,0.0294,2
25430,Madrid,Cundinamarca,5.4,7,1.1187096321,-0.4265453806,-0.4776064797,0.12368,High-Low,1,1,1,-0.6624905349,0.12556,4
25436,Manta,Cundinamarca,1.14,5,-1.2925674207,-0.7842747461,1.0146331,0.02476,Low-Low,3,1,1,-2.1343020056,0.02704,2
25438,Medina,Cundinamarca,4.86,6,0.8130547944,-0.3105097478,-0.2526868511,0.2324,High-Low,1,1,1,-0.3981090195,0.23144,4
25473,Mosquera,Cundinamarca,2.5,5,-0.5227700517,-0.118626433,0.0620697165,0.4176,Low-Low,1,1,1,-0.4567892636,0.41948,4
25483,Nariño,Cundinamarca,2.14,5,-0.7265399435,0.0579741399,-0.0421581359,0.42212,Low-High,1,1,1,-0.1787484776,0.4224,4
25486,Nemocón,Cundinamarca,4.17,6,0.4224958352,0.1196711349,0.0506056994,0.36116,High-High,1,1,1,0.4324292907,0.35988,4
25488,Nilo,Cundinamarca,3.69,7,0.1508026461,0.49931385,0.0753650801,0.09768,High-High,1,1,1,1.2936799485,0.09928,5
25489,Nimaima,Cundinamarca,2.61,7,-0.4605070292,-0.3359809842,0.1548597492,0.18632,Low-Low,1,1,1,-0.9978914289,0.18908,4
25491,Nocaima,Cundinamarca,2.27,5,-0.6529563714,-0.0008927177,0.0005834262,0.47352,Low-Low,1,1,1,-0.2691117331,0.47144,4
25506,Venecia,Cundinamarca,2.11,4,-0.7435207678,-0.6416358219,0.4774955139,0.084,Low-Low,1,1,1,-1.4836180385,0.08844,3
25513,Pacho,Cundinamarca,2.61,10,-0.4605070292,-0.1378713672,0.0635474219,0.34144,Low-Low,1,1,1,-0.5572868827,0.34376,4
25518,Paime,Cundinamarca,3.9,7,0.2696684164,-0.1871966188,-0.0505260881,0.31736,High-Low,1,1,1,-0.3692658013,0.3246,4
25524,Pandi,Cundinamarca,2.4,4,-0.5793727994,-0.433620724,0.2514523635,0.19372,Low-Low,1,1,1,-1.0371032073,0.18952,4
25530,Paratebueno,Cundinamarca,5,8,0.8922986413,0.4359389878,0.389335077,0.10872,High-High,1,1,1,1.4658329596,0.10876,4
25535,Pasca,Cundinamarca,2.1,5,-0.7491810426,-0.0167414871,0.0125536033,0.49,Low-Low,1,1,1,-0.3409389361,0.49584,4
25572,Puerto Salgar,Cundinamarca,2.63,5,-0.4491864797,0.0081637219,-0.0036703076,0.46544,Low-Low,1,1,1,-0.1671634449,0.46776,4
25580,Pulí,Cundinamarca,4.1,4,0.3828739118,0.1564629209,0.0599590577,0.3534,High-High,1,1,1,0.4521252351,0.35392,4
25592,Quebradanegra,Cundinamarca,4.03,4,0.3432519884,-0.3897535946,-0.133903146,0.22276,High-Low,1,1,1,-0.5449220867,0.22012,4
25594,Quetame,Cundinamarca,1.21,5,-1.2529454973,-0.0790045096,0.099076727,0.44776,Low-Low,1,1,1,-0.6745878793,0.45544,4
25596,Quipile,Cundinamarca,5.19,9,0.9998438619,-0.0699480699,-0.0699995923,0.43012,High-Low,1,1,1,0.117628528,0.4368,4
25599,Apulo,Cundinamarca,3.07,4,-0.2001343897,0.4352314534,-0.0871825534,0.18508,Low-High,1,1,1,0.6906047472,0.18208,4
25612,Ricaurte,Cundinamarca,6.32,8,1.6394549111,0.3092903398,0.5075203054,0.18104,High-High,1,1,1,1.3767971873,0.18348,4
25645,San Antonio del Tequendama,Cundinamarca,3.06,5,-0.2057946645,0.1836322398,-0.0378242767,0.3186,Low-High,1,1,1,0.291603852,0.31996,4
25649,San Bernardo,Cundinamarca,2.92,5,-0.2850385113,-0.6337114372,0.1807934434,0.06288,Low-Low,1,1,1,-1.4137129686,0.063,3
25653,San Cayetano,Cundinamarca,5.97,6,1.4413452941,-0.5010723317,-0.7228630851,0.1012,High-Low,1,1,1,-0.5934035576,0.10136,4
25658,San Francisco,Cundinamarca,2.83,5,-0.3359809842,-0.3235283797,0.1087964365,0.23664,Low-Low,1,1,1,-0.799706233,0.2418,4
25662,San Juan de Río Seco,Cundinamarca,1.9,7,-0.862386538,0.2850320193,-0.2460272476,0.21424,Low-High,1,1,1,0.401955416,0.21088,4
25718,Sasaima,Cundinamarca,6.42,5,1.6960576588,0.2153297785,0.365537802,0.2912,High-High,1,1,1,1.1349942361,0.29756,4
25736,Sesquilé,Cundinamarca,3.38,5,-0.0246658718,-0.2216434338,0.0054719098,0.32412,Low-Low,1,1,1,-0.4637402833,0.3254,4
25740,Sibaté,Cundinamarca,3.53,5,0.0602382498,0.1621231957,0.0097747372,0.33008,High-High,1,1,1,0.3564800354,0.33252,4
25743,Silvania,Cundinamarca,5.48,5,1.1639918303,0.2119336137,0.2469092529,0.30236,High-High,1,1,1,0.9102446007,0.29556,4
25745,Simijaca,Cundinamarca,2.92,6,-0.2850385113,-0.7425773887,0.2118521383,0.02164,Low-Low,3,1,1,-1.7973621933,0.02296,2
25754,Soacha,Cundinamarca,4.04,7,0.3489122632,-0.3853062358,-0.1345581047,0.148,High-Low,1,1,1,-0.8332035648,0.14912,4
25758,Sopó,Cundinamarca,2.78,7,-0.3642823581,0.0084871662,-0.0030944854,0.46844,Low-Low,1,1,1,-0.108175285,0.46788,4
25769,Subachoque,Cundinamarca,2.1,8,-0.7491810426,0.0354745477,-0.0266005879,0.43952,Low-High,1,1,1,-0.1557547224,0.43536,4
25772,Suesca,Cundinamarca,4.32,7,0.5073999568,-0.110378604,-0.0560561044,0.40188,High-Low,1,1,1,-0.0941165649,0.40148,4
25777,Supatá,Cundinamarca,3.05,5,-0.2114549392,-0.6993706246,0.1480174134,0.0424,Low-Low,3,1,1,-1.5179782634,0.04332,2
25779,Susa,Cundinamarca,1.71,6,-0.9699317587,-0.6831445036,0.6631951601,0.03452,Low-Low,3,1,1,-1.9218356351,0.03384,2
25781,Sutatausa,Cundinamarca,2.79,4,-0.3586220833,-0.4166398997,0.1495496762,0.2072,Low-Low,1,1,1,-0.9077153869,0.20072,4
25785,Tabio,Cundinamarca,2.37,5,-0.5963536237,-0.1208905429,0.0721578825,0.41528,Low-Low,1,1,1,-0.4915443618,0.41588,4
25793,Tausa,Cundinamarca,2.31,8,-0.6303152724,0.0758040054,-0.0478230834,0.39804,Low-High,1,1,1,-0.007993228,0.39504,4
25797,Tena,Cundinamarca,4.55,4,0.6375862765,-0.0091001162,-0.0058072896,0.47548,High-Low,1,1,1,0.2694600769,0.48468,4
25799,Tenjo,Cundinamarca,2.79,6,-0.3586220833,-0.2435298296,0.0874131527,0.27952,Low-Low,1,1,1,-0.6899777797,0.28072,4
25805,Tibacuy,Cundinamarca,4.34,5,0.5187205063,0.2798569109,0.1452971324,0.25272,High-High,1,1,1,0.7851262471,0.24944,4
25807,Tibirita,Cundinamarca,1.41,6,-1.1397400018,-1.0708733254,1.2216069133,0.00088,Low-Low,3,1,3,-2.8682630119,0.00088,1
25815,Tocaima,Cundinamarca,6.44,8,1.7073782084,0.2166033404,0.3701540231,0.25516,High-High,1,1,1,1.1513661895,0.25632,4
25817,Tocancipá,Cundinamarca,3.45,6,0.0149560516,0.1187277558,0.0017772839,0.36232,High-High,1,1,1,0.2757644415,0.36548,4
25823,Topaipí,Cundinamarca,5.04,6,0.9149397403,-0.3954138693,-0.3621028807,0.15944,High-Low,1,1,1,-0.5526277749,0.16124,4
25839,Ubalá,Cundinamarca,1.07,8,-1.3321893441,-0.4046118158,0.539500817,0.11772,Low-Low,1,1,1,-1.5291788689,0.11756,4
25841,Ubaque,Cundinamarca,2.03,5,-0.788802966,-0.5216379967,0.4118369826,0.11172,Low-Low,1,1,1,-1.3905429031,0.1142,4
25843,Villa de San Diego de Ubate,Cundinamarca,2.58,7,-0.4774878535,-0.6569994249,0.3139893427,0.02848,Low-Low,3,1,1,-1.8012468635,0.02908,2
25845,Une,Cundinamarca,1.22,5,-1.2472852225,-0.836349274,1.0440974886,0.01748,Low-Low,3,1,1,-2.2223482545,0.0186,2
25851,Útica,Cundinamarca,0.8,6,-1.4850167629,-0.1020229603,0.1516410793,0.4216,Low-Low,1,1,1,-0.7951363771,0.42348,4
