divipola,municipio,departamento,tipo,desercion,clase_equal,clase_quantile,clase_fisher,clase_sd,clase_headtails
05240,Eb<U+00E9>jico,Antioquia,Municipio,3.2,2,3,2,1,1
05212,Copacabana,Antioquia,Municipio,3.81,2,4,3,2,2
05088,Bello,Antioquia,Municipio,3.92,2,4,3,2,2
05308,Girardota,Antioquia,Municipio,4.38,2,4,3,2,2
27073,Bagad<U+00F3>,Choc<U+00F3>,Municipio,0.82,1,1,1,1,1
27600,R<U+00ED>o Quito,Choc<U+00F3>,Municipio,2.72,1,2,2,1,1
27050,Atrato,Choc<U+00F3>,Municipio,2.24,1,2,2,1,1
20400,La Jagua de Ibirico,Cesar,Municipio,4.88,2,5,4,2,2
85263,Pore,Casanare,Municipio,4.63,2,4,3,2,2
05631,Sabaneta,Antioquia,Municipio,3.53,2,3,3,2,2
05380,La Estrella,Antioquia,Municipio,2.8,1,2,2,1,1
